account_name,month,tons,net_sales,avg6m_tons,avg6m_sales,gap_days,median_gap,alert_tier,growth_tier,tier_label,buyer_type
LB FOSTER COMPANY,2023-08-01,1.1,7358.0,1.9333333333333333,15327.0,31.0,31.0,Black,,Black,regular
MIDWEST FAB AND CONSTRUCTION I,2024-01-01,1.1,7045.0,2.44,17137.2,31.0,31.0,Black,,Black,regular
M & M MANUFACTURING INC,2023-10-01,1.1,6281.0,4.1000000000000005,15549.5,61.0,31.0,Black,,Black,regular
PAL-CON LLC,2023-11-01,1.1,6276.0,2.1999999999999997,16992.666666666668,123.0,31.0,Black,,Black,regular
TEXAS NAMEPLATE CO INC,2024-01-01,1.1,6116.0,2.9,18574.666666666668,31.0,31.0,Black,,Black,regular
M&M BBQ COMPANY,2024-07-01,1.1,5923.0,2.7600000000000002,8209.0,30.0,30.5,Black,,Black,regular
MFPHD MANUFACTURING,2025-06-01,1.1,5692.0,6.499999999999997,22172.0,31.0,31.0,Black,,Black,regular
PROPELL AMERICAN LLC,2025-03-01,1.1,5655.0,2.716666666666667,17618.833333333332,28.0,31.0,Black,,Black,regular
IRVING TOOL & MFG,2024-05-01,1.1,5591.0,3.466666666666667,5467.0,61.0,31.0,Black,,Black,regular
VIVA RAILINGS,2025-01-01,1.1,5528.0,4.916666666666667,11979.0,61.0,31.0,Black,,Black,regular
DRAGON STREET LASER,2024-09-01,1.1,4967.0,2.783333333333333,4352.5,31.0,31.0,Black,,Black,regular
R2 Fabrication,2024-07-01,1.1,4851.0,5.183333333333334,10746.833333333334,30.0,31.0,Black,,Black,regular
A+ FABRICATION,2023-09-01,1.1,4736.0,3.35,7802.25,31.0,31.0,Black,,Black,regular
S & S MACHINING AND FABRICATIO,2024-11-01,1.1,4619.0,4.383333333333334,17000.333333333332,31.0,31.0,Black,,Black,regular
CLASSIC STAINLESS,2024-06-01,1.1,4238.0,4.916666666666667,18095.666666666668,31.0,31.0,Black,,Black,regular
EKJ ENT DBA COL MET SPRAY BOOT,2024-05-01,1.1,4140.0,2.033333333333333,8469.166666666666,61.0,31.0,Black,,Black,regular
V B STAINLESS,2024-01-01,1.1,4109.0,3.883333333333333,16168.5,31.0,31.0,Black,,Black,regular
WEST COAST CRYOGENIC SOLUTIONS,2024-12-01,1.1,3873.0,3.016666666666667,13622.166666666666,30.0,31.0,Black,,Black,regular
STEEL NOW,2024-02-01,1.1,3407.0,9.983333333333333,24605.0,31.0,31.0,Black,,Black,regular
BYFORD MACHINE & TOOL INC,2025-02-01,1.1,2700.0,6.050000000000001,5623.166666666667,31.0,31.0,Black,,Black,regular
MEDIC BUILT LLC,2025-06-01,1.1,2697.0,1.6666666666666667,7082.666666666667,31.0,31.0,Black,,Black,regular
MACHINE SPECIALTIES CO INC,2025-05-01,1.1,2468.0,1.9000000000000001,12031.0,89.0,89.0,Black,,Black,sporadic
THOMPSON PIPE GROUP - PRESSURE,2024-04-01,1.1,2367.0,1.02,8593.6,31.0,31.0,Black,,Black,regular
LINKUP INTERNATIONAL L.P.,2024-08-01,1.1,2177.0,2.4,5485.833333333333,31.0,31.0,Black,,Black,regular
COOPER B-LINE INC FAFSC-1210,2024-02-01,1.1,1886.0,3.3499999999999996,13825.333333333334,62.0,31.0,Black,,Black,regular
CENTRAL TRANSPORT,2024-08-01,1.1,1871.0,6.333333333333333,15175.833333333334,31.0,31.0,Black,,Black,regular
HILL MFG INC.,2023-12-01,1.1,1791.0,0.9800000000000001,4540.4,30.0,31.0,Black,,Black,regular
C & T STAINLESS INSTALLATION,2024-05-01,1.1,1624.0,1.25,4319.0,30.0,31.0,Black,,Black,regular
AMERICAN SHEET METAL,2024-06-01,1.1,1543.0,2.3166666666666664,4930.833333333333,31.0,31.0,Black,,Black,regular
JOE TIPTON INC,2025-02-01,1.1,1452.0,1.7166666666666666,3392.5,31.0,31.0,Black,,Black,regular
PRECISION M/C MANUFACTURING IN,2024-05-01,1.1,1434.0,1.8499999999999999,5243.166666666667,90.0,31.0,Black,,Black,regular
AMERICAN SHEET METAL,2023-09-01,1.1,1433.0,1.8333333333333333,4465.0,31.0,31.0,Black,,Black,regular
RK MANUFACTURING INC DBA,2024-04-01,1.1,1387.0,1.75,6530.166666666667,31.0,31.0,Black,,Black,regular
PRECISION M/C MANUFACTURING IN,2024-10-01,1.1,1309.0,3.3000000000000003,6300.0,30.0,31.0,Black,,Black,regular
PRECISION M/C MANUFACTURING IN,2025-02-01,1.0,8017.0,2.466666666666667,4999.333333333333,31.0,31.0,Black,,Black,regular
CATCO USA LLC,2025-04-01,1.0,7813.0,5.433333333333334,20180.166666666668,31.0,31.0,Black,,Black,regular
ASA FOOD EQUIPMENT,2025-06-01,1.0,6754.0,2.8000000000000003,9868.0,31.0,31.0,Black,,Black,regular
MAXEY TRAILERS MFG,2023-09-01,1.0,6500.0,2.466666666666667,16105.666666666666,31.0,31.0,Black,,Black,regular
BW SINCLAIR INC,2025-05-01,1.0,6378.0,5.983333333333333,29311.166666666668,30.0,31.0,Black,,Black,regular
HALTOM INDUSTRIES LLC,2024-08-01,1.0,5849.0,3.5500000000000003,17650.666666666668,92.0,31.0,Black,,Black,regular
"CONTINENTAL NH3 PRODUCTS CO.,",2024-04-01,1.0,5740.0,2.0500000000000003,9336.333333333334,60.0,31.0,Black,,Black,regular
"JNL STEEL COMPONENTS, INC",2024-08-01,1.0,5548.0,15.733333333333334,19380.5,31.0,31.0,Black,,Black,regular
AMERICAN MTL SPLY DBA AMERICAN,2023-09-01,1.0,5516.0,16.7,34235.0,31.0,31.0,Black,,Black,regular
WHIP INDUSTRIES,2023-12-01,1.0,5205.0,17.349999999999998,25055.5,30.0,31.0,Black,,Black,regular
AMERICAN HAZMAT RENTALS LLC,2024-04-01,1.0,4807.0,4.016666666666667,8983.833333333334,31.0,31.0,Black,,Black,regular
AFFILIATED ENERGY PRODUCTS INC,2025-06-01,1.0,4797.0,2.25,10355.5,31.0,31.0,Black,,Black,regular
STEWART SYSTEMS BAKING LLC,2024-05-01,1.0,4697.0,5.166666666666666,20880.833333333332,30.0,31.0,Black,,Black,regular
SPIRAL PIPE OF TEXAS INC,2023-10-01,1.0,4513.0,1.92,10871.6,30.0,31.0,Black,,Black,regular
TELECOM PRODUCTS INC,2024-09-01,1.0,4341.0,45.0,54503.333333333336,31.0,31.0,Black,,Black,regular
BAKER TANKHEAD INC,2024-05-01,1.0,4246.0,5.516666666666666,17848.166666666668,30.0,31.0,Black,,Black,regular
SUBURBAN SHEET METAL INC,2024-05-01,1.0,4121.0,4.633333333333334,9670.5,30.0,31.0,Black,,Black,regular
STAR MANUFACTURING LLC,2024-09-01,1.0,3994.0,2.1333333333333333,8514.833333333334,31.0,31.0,Black,,Black,regular
S & S MACHINING AND FABRICATIO,2024-07-01,1.0,3899.0,6.250000000000001,23427.0,30.0,31.0,Black,,Black,regular
PERFORMANCE INDUSTRIES,2023-12-01,1.0,3817.0,2.2600000000000002,8455.2,30.0,31.0,Black,,Black,regular
IRVING TOOL & MFG,2025-06-01,1.0,3804.0,3.5,6182.0,31.0,31.0,Black,,Black,regular
ENTEX FABRICATIONS INC,2024-02-01,1.0,3777.0,3.6999999999999997,7469.5,31.0,31.0,Black,,Black,regular
QUALITY FABRICATION & DESIGN I,2024-04-01,1.0,3616.0,2.1333333333333333,8079.0,31.0,31.0,Black,,Black,regular
EKJ ENT DBA COL MET SPRAY BOOT,2025-01-01,1.0,3615.0,5.633333333333334,10218.333333333334,31.0,31.0,Black,,Black,regular
SAMUEL JACKSON,2024-07-01,1.0,3604.0,6.12,16465.4,30.0,92.0,Black,,Black,sporadic
DAVIS METAL STAMPING INC,2025-06-01,1.0,3559.0,10.799999999999999,12530.833333333334,31.0,31.0,Black,,Black,regular
KANNON MANUFACTURING INC,2024-10-01,1.0,3444.0,2.0833333333333335,5617.0,30.0,31.0,Black,,Black,regular
EGS PRODUCTION MACHINE,2023-11-01,1.0,2454.0,2.0333333333333337,5042.0,31.0,31.0,Black,,Black,regular
PROPELL AMERICAN LLC,2024-11-01,1.0,2279.0,2.483333333333333,16305.333333333334,31.0,31.0,Black,,Black,regular
"HOLLY FABRICATIONS, LLC",2024-01-01,1.0,2024.0,2.1,4695.5,61.0,31.0,Black,,Black,regular
TRANSITION OF SUPERIOR SERVICE,2023-11-01,1.0,1845.0,3.15,5520.25,31.0,30.5,Black,,Black,regular
COHN & GREGORY SUPPLY LLC,2024-09-01,1.0,1736.0,1.05,4818.166666666667,31.0,31.0,Black,,Black,regular
"HOLLY FABRICATIONS, LLC",2024-08-01,1.0,1617.0,2.4,3518.0,122.0,31.0,Black,,Black,regular
TD INDUSTRIES INC,2023-12-01,1.0,1418.0,3.216666666666667,5409.333333333333,30.0,31.0,Black,,Black,regular
M & F GAUGE & SPECIALTY CO INC,2024-08-01,1.0,1292.0,0.7000000000000001,2856.5,31.0,31.0,Black,,Black,regular
UNIFIED SUPPLY AND SERVICES CO,2023-11-01,1.0,1280.0,16.333333333333332,27529.0,31.0,31.0,Black,,Black,regular
ABRASIVE BLAST SYSTEMS,2024-11-01,1.0,1255.0,16.9,18207.333333333332,31.0,31.0,Black,,Black,regular
AMERICASE FAB & CONSTRUCTION L,2023-08-01,1.0,1250.0,7.950000000000001,24797.5,31.0,31.0,Black,,Black,regular
"SULLIVAN TOOL & MFG, INC.",2025-05-01,1.0,1231.0,1.8,2600.0,639.0,319.5,Black,,Black,sporadic
SAGE INTERNATIONAL INC DBA JAY,2024-02-01,1.0,1228.0,2.4333333333333336,3113.6666666666665,62.0,31.0,Black,,Black,regular
WESTERN SHEET METAL,2024-11-01,1.0,1063.0,1.0,2797.1666666666665,92.0,61.0,Black,,Black,sporadic
ELECTRO SOLUTIONS,2025-01-01,1.0,980.0,2.05,2390.1666666666665,92.0,31.0,Black,,Black,regular
ADVANCED LIGHTNING TECHNOLOGY,2025-05-01,0.9999999999999999,2826.0,3.25,5885.5,30.0,31.0,Black,,Black,regular
DYNAMIC LIFT LLC,2023-12-01,0.9,6904.0,7.683333333333333,23067.5,30.0,31.0,Black,,Black,regular
CLASSIC STAINLESS,2025-01-01,0.9,6108.0,2.15,11977.666666666666,31.0,31.0,Black,,Black,regular
BW SINCLAIR INC,2023-07-01,0.9,5406.0,3.2,18224.5,30.0,31.0,Black,,Black,regular
RUDY & ASSOCIATES,2023-10-01,0.9,5032.0,5.46,21135.2,30.0,31.0,Black,,Black,regular
LONESTAR PIPE FABRICATION,2023-12-01,0.9,4672.0,1.95,12602.5,61.0,76.5,Black,,Black,sporadic
MAXIMUM INDUSTRIES INC,2024-01-01,0.9,4454.0,2.0833333333333335,8109.833333333333,31.0,31.0,Black,,Black,regular
IMFAB INC,2023-07-01,0.9,4404.0,1.9,4935.5,30.0,31.0,Black,,Black,regular
LEE PRODUCTS INC,2024-05-01,0.9,4167.0,14.683333333333335,27701.5,30.0,31.0,Black,,Black,regular
STEEL AND PIPE SUPPLY CO. INC dba METALS 2 GO,2024-07-01,0.9,3901.0,11.183333333333335,30224.5,30.0,31.0,Black,,Black,regular
QUALITY FABRICATION & DESIGN I,2024-01-01,0.9,3588.0,2.3000000000000003,9215.833333333334,31.0,31.0,Black,,Black,regular
"COOPER SHEET METAL, INC.",2025-04-01,0.9,3429.0,2.483333333333333,6501.166666666667,31.0,30.5,Black,,Black,regular
PETOL GEARENCH,2024-03-01,0.9,3426.0,1.4333333333333333,8448.333333333334,29.0,31.0,Black,,Black,regular
FORT WORTH F & D HEAD CO,2024-09-01,0.9,3407.0,2.9499999999999997,15980.333333333334,31.0,31.0,Black,,Black,regular
PERFORMANCE INDUSTRIES,2024-01-01,0.9,3305.0,2.0333333333333337,7596.833333333333,31.0,31.0,Black,,Black,regular
PETOL GEARENCH,2024-11-01,0.9,3043.0,1.1666666666666665,6332.333333333333,31.0,31.0,Black,,Black,regular
KOERBER SUPPLY CHAIN LLC DBA SIEMENS PARCEL LOGISTICS L,2024-12-01,0.9,2774.0,3.716666666666667,6919.833333333333,61.0,31.0,Black,,Black,regular
WICHITA TANK MFG INC,2025-05-01,0.9,2772.0,19.483333333333338,72437.5,61.0,31.0,Black,,Black,regular
AFFILIATED ENERGY PRODUCTS INC,2023-11-01,0.9,2711.0,5.733333333333334,29059.0,31.0,31.0,Black,,Black,regular
REPUBLIC SALES & MFG,2023-12-01,0.9,2537.0,6.783333333333334,17486.333333333332,30.0,31.0,Black,,Black,regular
PRIME STAINLESS AND SUPPLY MIDWEST FAB AND CONSTRUCTION,2025-05-01,0.9,2272.0,0.5833333333333334,5333.166666666667,61.0,31.0,Black,,Black,regular
NTEX SCREW MACHINE PRODUCTS LL,2024-03-01,0.9,2201.0,1.875,5332.5,29.0,31.0,Black,,Black,regular
CTS CROWN TEXAS,2025-05-01,0.9,2196.0,7.300000000000001,13150.5,30.0,31.0,Black,,Black,regular
KOERBER SUPPLY CHAIN LLC DBA SIEMENS PARCEL LOGISTICS L,2024-08-01,0.9,1968.0,8.383333333333333,13127.833333333334,31.0,31.0,Black,,Black,regular
MANUFACTURAS VALLE ALTO KM 52 CARRETERA NAUCALPAN-TOLU,2025-04-01,0.9,1636.0,1.366666666666667,5581.166666666667,31.0,31.0,Black,,Black,regular
BENTINTOSHAPE LLC,2023-07-01,0.9,1494.0,2.1,3167.0,30.0,31.0,Black,,Black,regular
STEWART STAINLESS FABRICATING,2023-12-01,0.9,1430.0,0.8800000000000001,3081.4,30.0,46.0,Black,,Black,sporadic
ACCURA SYSTEMS INC,2024-09-01,0.9,1391.0,0.9,2817.6666666666665,62.0,31.0,Black,,Black,regular
"HOLLY FABRICATIONS, LLC",2024-02-01,0.9,1320.0,2.1666666666666665,4643.5,31.0,31.0,Black,,Black,regular
MARTIN SPROCKET & GEAR INC,2024-12-01,0.9,1270.0,3.6500000000000004,7663.5,61.0,31.0,Black,,Black,regular
PRECISION SHEET METAL PRODUCTS,2023-09-01,0.9,1190.0,4.15,17028.5,31.0,31.0,Black,,Black,regular
DATA MATIQUE,2023-09-01,0.9,1167.0,1.9333333333333333,5132.333333333333,31.0,31.0,Black,,Black,regular
SAGE INTERNATIONAL INC DBA JAY,2025-02-01,0.9,1067.0,2.3833333333333333,2281.6666666666665,31.0,31.0,Black,,Black,regular
"O2 COOL MANUFACTURING, LLC",2024-11-01,0.9,1060.0,3.0,7473.666666666667,31.0,31.0,Black,,Black,regular
"KEYSTONE AV, LLC",2024-10-01,0.9,969.0,2.25,2093.5,30.0,30.5,Black,,Black,regular
PETOL GEARENCH,2023-11-01,0.8999999999999999,21480.0,3.8000000000000003,16334.333333333334,31.0,31.0,Black,,Black,regular
JOE WHITE TANK CO,2023-10-01,0.8999999999999999,5814.0,7.3,45369.75,30.0,31.0,Black,,Black,regular
AMERICAN MTL SPLY DBA AMERICAN,2025-03-01,0.8999999999999999,5334.0,3.3166666666666664,6274.333333333333,28.0,31.0,Black,,Black,regular
SUBURBAN SHEET METAL INC,2024-02-01,0.8999999999999999,4058.0,9.4,14538.5,31.0,31.0,Black,,Black,regular
DRIVE PRODUCTS USA INC,2025-04-01,0.8999999999999999,2514.0,7.58,13552.8,59.0,59.0,Black,,Black,sporadic
SAMPLES FAB & INDUSTRIAL SERVI,2024-09-01,0.8999999999999999,1839.0,3.5833333333333335,6741.666666666667,31.0,31.0,Black,,Black,regular
MATRIX METALS MFG,2025-02-01,0.8999999999999999,945.0,4.45,5362.833333333333,31.0,31.0,Black,,Black,regular
SCOBERT INC,2025-03-01,0.8,5931.0,0.8666666666666667,5707.0,578.0,31.0,Black,,Black,regular
MIDWEST FAB AND CONSTRUCTION I,2024-02-01,0.8,5616.0,2.1666666666666665,15217.0,31.0,31.0,Black,,Black,regular
FRONTIER BOLT CO OF TX INC,2024-04-01,0.8,5520.0,1.6800000000000002,3989.2,183.0,45.5,Black,,Black,sporadic
BALDWIN METALS CO INC,2025-06-01,0.8,5514.0,6.816666666666666,8329.0,31.0,31.0,Black,,Black,regular
PRIME STAINLESS AND SUPPLY MIDWEST FAB AND CONSTRUCTION,2024-07-01,0.8,5266.0,2.2666666666666666,10780.666666666666,30.0,31.0,Black,,Black,regular
PRECISION METAL FAB LLC,2025-03-01,0.8,4933.0,3.8833333333333333,7682.5,28.0,31.0,Black,,Black,regular
LEE PRODUCTS INC,2025-02-01,0.8,4855.0,5.033333333333333,12176.0,31.0,31.0,Black,,Black,regular
LINKUP INTERNATIONAL L.P.,2023-12-01,0.8,4767.0,5.266666666666667,12528.166666666666,30.0,31.0,Black,,Black,regular
WEST COAST CRYOGENIC SOLUTIONS,2024-11-01,0.8,4531.0,3.0,13588.833333333334,31.0,31.0,Black,,Black,regular
CENTRAL TEXAS MACHINING,2023-12-01,0.8,4481.0,7.183333333333334,21880.0,30.0,31.0,Black,,Black,regular
WILSON METAL FABRICATORS,2023-10-01,0.8,4454.0,2.475,13652.25,30.0,31.0,Black,,Black,regular
"Reinhardt Fabrication, LLC",2024-12-01,0.8,4238.0,8.15,11896.166666666666,30.0,31.0,Black,,Black,regular
JDP MANUFACTURING INC,2025-02-01,0.8,4183.0,1.9000000000000001,9938.5,92.0,92.0,Black,,Black,sporadic
SPIRAL PIPE OF TEXAS INC,2024-01-01,0.8,4175.0,1.8666666666666665,9740.333333333334,31.0,31.0,Black,,Black,regular
IRVING TOOL & MFG,2025-05-01,0.8,4083.0,3.4499999999999997,6143.0,30.0,31.0,Black,,Black,regular
STANDARD IND MFG PARTNERS LLC,2024-05-01,0.8,4040.0,2.0833333333333335,10215.166666666666,30.0,31.0,Black,,Black,regular
STEEL AND PIPE SUPPLY CO. INC dba METALS 2 GO,2024-08-01,0.8,4010.0,8.516666666666667,12731.666666666666,31.0,31.0,Black,,Black,regular
MANUFACTURAS VALLE ALTO KM 52 CARRETERA NAUCALPAN-TOLU,2023-07-01,0.8,3835.0,2.05,9181.5,30.0,31.0,Black,,Black,regular
WATERLOO PANELING LLC,2025-04-01,0.8,3729.0,3.5333333333333337,17849.5,90.0,31.0,Black,,Black,regular
TEXAS PRO FAB CORP,2024-10-01,0.8,3721.0,4.05,7667.166666666667,30.0,31.0,Black,,Black,regular
COTTERMAN COMPANY,2025-03-01,0.8,3635.0,0.8000000000000002,4773.333333333333,365.0,29.0,Black,,Black,regular
BYFORD MACHINE & TOOL INC,2024-03-01,0.8,3489.0,11.033333333333333,16121.0,29.0,31.0,Black,,Black,regular
"HAMAR INDUSTRIES, INC",2024-11-01,0.8,3390.0,4.133333333333334,13529.333333333334,31.0,31.0,Black,,Black,regular
MATERIALS TRANSPORTATION CO,2023-11-01,0.8,3385.0,6.033333333333332,12288.166666666666,31.0,31.0,Black,,Black,regular
STAR MANUFACTURING LLC,2024-02-01,0.8,3154.0,2.6166666666666667,11643.333333333334,92.0,31.0,Black,,Black,regular
V B STAINLESS,2024-06-01,0.8,3103.0,1.9833333333333336,6863.5,31.0,31.0,Black,,Black,regular
"HAMAR INDUSTRIES, INC",2024-10-01,0.8,3065.0,4.066666666666667,13296.833333333334,30.0,31.0,Black,,Black,regular
WATERLOO PANELING LLC,2024-09-01,0.8,3058.0,3.1750000000000007,12468.0,31.0,31.0,Black,,Black,regular
M & M MANUFACTURING INC,2025-01-01,0.8,3016.0,1.75,3095.5,31.0,31.0,Black,,Black,regular
DRAGON STREET LASER,2023-11-01,0.8,3011.0,1.95,4089.25,31.0,31.0,Black,,Black,regular
SPIRAL PIPE OF TEXAS INC,2025-02-01,0.8,2843.0,2.25,8493.333333333334,31.0,31.0,Black,,Black,regular
MARTIN SPROCKET & GEAR INC,2023-07-01,0.8,2840.0,3.25,22908.0,30.0,31.0,Black,,Black,regular
B & R MACHINING SERVICES INC,2024-03-01,0.8,2817.0,1.633333333333333,5753.5,29.0,31.0,Black,,Black,regular
TECO METAL PRODUCTS,2024-10-01,0.8,2764.0,10.833333333333334,14619.666666666666,92.0,31.0,Black,,Black,regular
UNIVERSAL FABRICATING USA,2023-10-01,0.8,2458.0,2.45,4665.75,30.0,31.0,Black,,Black,regular
"MURRAY KUSTOM RODS, LLC",2025-03-01,0.8,2398.0,2.033333333333333,3476.5,28.0,31.0,Black,,Black,regular
PRECISION METAL FAB LLC,2025-04-01,0.8,2170.0,2.3,4477.333333333333,31.0,31.0,Black,,Black,regular
"SOUTHERN ELEVATOR & ELECTRIC S S.E.E.S., INC",2024-03-01,0.8,2146.0,2.4499999999999997,4215.0,29.0,31.0,Black,,Black,regular
SCANDINAVIAN FABRICATION LLC,2023-10-01,0.8,2000.0,1.8,4780.0,30.0,61.0,Black,,Black,sporadic
BRIM LAUNDRY MACHINERY CO,2024-08-01,0.8,1685.0,13.316666666666665,29580.333333333332,31.0,31.0,Black,,Black,regular
TAMRA GROUP INC DBA ENGAGE IND,2023-11-01,0.8,1636.0,2.275,5611.5,31.0,31.0,Black,,Black,regular
LONE STAR GASKET & SUPPLY INC,2025-03-01,0.8,1619.0,1.7333333333333334,5779.833333333333,28.0,31.0,Black,,Black,regular
MCHONE METAL FABRICATORS INC,2023-11-01,0.8,1532.0,2.96,13003.6,61.0,31.0,Black,,Black,regular
LONE STAR GASKET & SUPPLY INC,2023-09-01,0.8,1496.0,1.875,3890.5,31.0,31.0,Black,,Black,regular
"K&H TRUCKWELD, LLC",2024-04-01,0.8,1306.0,0.8500000000000001,3314.0,31.0,31.0,Black,,Black,regular
"K&H TRUCKWELD, LLC",2024-05-01,0.8,1273.0,0.8333333333333334,2633.6666666666665,30.0,31.0,Black,,Black,regular
POSEIDON PRODUCTIONS DBA,2024-03-01,0.8,1218.0,1.5999999999999999,4649.5,121.0,31.0,Black,,Black,regular
"31 THREE DESIGN & METALWORK, L",2024-01-01,0.8,1195.0,3.6,4605.666666666667,31.0,31.0,Black,,Black,regular
D S MACHINE INC,2025-06-01,0.8,1131.0,1.2666666666666666,2872.5,31.0,31.0,Black,,Black,regular
BENTINTOSHAPE LLC,2023-12-01,0.8,1122.0,1.4666666666666666,2998.6666666666665,30.0,31.0,Black,,Black,regular
WESTERN SHEET METAL,2025-06-01,0.8,1111.0,1.0666666666666667,2457.1666666666665,151.0,61.0,Black,,Black,sporadic
AMC PILOT CAR SUPPLY & ASSOCIA,2025-04-01,0.8,1081.0,0.9,4220.666666666667,31.0,31.0,Black,,Black,regular
TRINITY AIR CONDITIONING INC,2025-05-01,0.8,1069.0,2.783333333333333,3523.0,151.0,91.0,Black,,Black,sporadic
CANNON INDUSTRIES,2025-02-01,0.8,1065.0,7.466666666666668,7966.0,31.0,31.0,Black,,Black,regular
"SOUTHERN ELEVATOR & ELECTRIC S S.E.E.S., INC",2025-04-01,0.8,1059.0,3.183333333333333,4041.5,31.0,31.0,Black,,Black,regular
TD INDUSTRIES INC,2023-10-01,0.8,1027.0,3.4,4552.75,61.0,31.0,Black,,Black,regular
VALCORP ENTERPRISES LLC,2025-01-01,0.8,1026.0,1.4833333333333334,4223.833333333333,31.0,31.0,Black,,Black,regular
THRAILKILL ALL METALS FABRICAT DBA ALL METAL FABRICATING INC,2023-07-01,0.8,1023.0,2.15,3030.5,30.0,31.0,Black,,Black,regular
DRAGON STREET LASER,2024-02-01,0.8,1005.0,1.6333333333333335,3178.3333333333335,62.0,31.0,Black,,Black,regular
D S MACHINE INC,2025-02-01,0.8,999.0,2.733333333333333,3596.8333333333335,31.0,31.0,Black,,Black,regular
D S MACHINE INC,2025-01-01,0.8,966.0,2.85,3736.1666666666665,31.0,31.0,Black,,Black,regular
LARSON ELECTRONICS LLC,2024-09-01,0.8,879.0,1.1,2961.5,92.0,31.0,Black,,Black,regular
AUXILIARY TRADING & CONSULTING,2024-02-01,0.8,868.0,2.6,3153.0,31.0,60.5,Black,,Black,sporadic
ELECTRO SOLUTIONS,2023-09-01,0.8,828.0,2.033333333333333,2587.3333333333335,31.0,31.0,Black,,Black,regular
IMFAB INC,2023-12-01,0.7999999999999999,3815.0,1.8666666666666665,5839.333333333333,61.0,31.0,Black,,Black,regular
VECTOR SYSTEMS INC,2023-12-01,0.7999999999999999,2523.0,5.633333333333333,26246.833333333332,30.0,31.0,Black,,Black,regular
DAYTON ROGERS MFG CO,2024-09-01,0.7999999999999999,1483.0,1.866666666666667,5002.666666666667,31.0,31.0,Black,,Black,regular
BENTINTOSHAPE LLC,2024-03-01,0.7999999999999999,1368.0,1.0666666666666667,3062.8333333333335,29.0,31.0,Black,,Black,regular
ADVANCED LIGHTNING TECHNOLOGY,2025-06-01,0.7999999999999999,1073.0,2.6,5269.166666666667,31.0,31.0,Black,,Black,regular
MATERIALS TRANSPORTATION CO,2025-04-01,0.7000000000000002,8002.0,2.533333333333333,9172.833333333334,31.0,31.0,Black,,Black,regular
KWS MANUFACTURING COMPANY LTD,2025-03-01,0.7000000000000001,9500.0,5.233333333333333,19639.0,28.0,31.0,Black,,Black,regular
DYNAMIC MANUFACTURING SOLUTION,2024-09-01,0.7000000000000001,7197.0,3.0500000000000003,6477.0,31.0,31.0,Black,,Black,regular
VIVA RAILINGS,2023-08-01,0.7000000000000001,3757.0,2.6333333333333333,12851.666666666666,31.0,31.0,Black,,Black,regular
DAYTON ROGERS MFG CO,2024-04-01,0.7000000000000001,3358.0,2.1666666666666665,7811.5,31.0,31.0,Black,,Black,regular
GUZMAN MFG CO,2025-02-01,0.7,10130.0,3.2500000000000004,12426.666666666666,31.0,31.0,Black,,Black,regular
FIRST QUALITY FABRICATORS,2025-03-01,0.7,7740.0,1.7333333333333332,4138.5,273.0,31.0,Black,,Black,regular
BW SINCLAIR INC,2024-03-01,0.7,7603.0,4.266666666666667,23894.666666666668,29.0,31.0,Black,,Black,regular
COOPER B-LINE INC FAFSC-1210,2024-07-01,0.7,6342.0,1.8833333333333335,5351.5,30.0,31.0,Black,,Black,regular
PERFORMANCE PULSATION CONTROL,2023-12-01,0.7,5922.0,1.94,8856.4,91.0,31.0,Black,,Black,regular
PERFORMANCE PULSATION CONTROL,2025-04-01,0.7,4816.0,2.3,7971.833333333333,304.0,31.0,Black,,Black,regular
IMFAB INC,2024-04-01,0.7,4754.0,1.4666666666666668,5211.5,31.0,31.0,Black,,Black,regular
STEWART STAINLESS FABRICATING,2025-03-01,0.7,4305.0,0.85,3285.3333333333335,456.0,46.0,Black,,Black,sporadic
G2 AUTOMATED TECHNOLOGIES,2025-03-01,0.7,4252.0,1.4666666666666668,9650.0,59.0,31.0,Black,,Black,regular
DRAGON STREET LASER,2025-06-01,0.7,4237.0,3.066666666666667,5813.0,31.0,31.0,Black,,Black,regular
E M F CO INC,2025-06-01,0.7,4233.0,1.8166666666666667,9037.166666666666,92.0,46.0,Black,,Black,sporadic
"JNL STEEL COMPONENTS, INC",2024-07-01,0.7,4208.0,15.716666666666667,19117.166666666668,30.0,31.0,Black,,Black,regular
TEXAS PRO FAB CORP,2025-03-01,0.7,4093.0,10.066666666666666,16735.0,28.0,31.0,Black,,Black,regular
STANDARD IND MFG PARTNERS LLC,2024-12-01,0.7,4084.0,1.45,8701.333333333334,61.0,31.0,Black,,Black,regular
BENTINTOSHAPE LLC,2025-03-01,0.7,3949.0,4.716666666666666,7293.0,28.0,31.0,Black,,Black,regular
STEEL AND PIPE SUPPLY CO. INC dba METALS 2 GO,2025-03-01,0.7,3780.0,4.516666666666667,23495.5,28.0,31.0,Black,,Black,regular
"JNL STEEL COMPONENTS, INC",2024-09-01,0.7,3705.0,5.333333333333333,8301.0,31.0,31.0,Black,,Black,regular
ENTEX FABRICATIONS INC,2024-05-01,0.7,3704.0,2.6166666666666667,6960.5,61.0,31.0,Black,,Black,regular
STEWART SYSTEMS BAKING LLC,2025-02-01,0.7,3660.0,3.8499999999999996,14567.166666666666,31.0,31.0,Black,,Black,regular
TECHLIGHT,2025-03-01,0.7,3625.0,2.533333333333333,8780.833333333334,28.0,31.0,Black,,Black,regular
